2010	1973.65
2015	1978.1
2020	1982.55
2025	1987
2030	1991.46
2035	1995.91
2040	2000.36
2045	2004.81
2050	2009.26
2055	2013.71
2060	2018.17
2065	2022.62
2070	2027.07
2075	2031.52
2080	2035.97
2085	2040.43
2090	2044.88
2095	2049.33
2100	2053.78
2105	2058.23
2110	2062.69
2115	2067.14
2120	2071.59
2125	2076.04
2130	2080.49
2135	2084.95
2140	2089.4
2145	2093.85
2150	2098.3
2155	2102.75
2160	2107.2
2165	2111.66
2170	2116.11
2175	2120.56
2180	2125.01
2185	2129.46
2190	2133.92
2195	2138.37
2200	2142.82
2205	2147.27
2210	2151.72
2215	2156.18
2220	2160.63
2225	2165.08
2230	2169.53
2235	2173.98
2240	2178.44
2245	2182.89
2250	2187.34
2255	2191.79
2260	2196.24
2265	2200.7
2270	2205.15
2275	2209.6
2280	2214.05
2285	2218.5
2290	2222.95
2295	2227.41
2300	2231.86
2305	2236.31
2310	2240.76
2315	2245.21
2320	2249.67
2325	2254.12
2330	2258.57
2335	2263.02
2340	2267.47
2345	2271.93
2350	2276.38
2355	2280.83
2360	2285.28
2365	2289.73
2370	2294.19
2375	2298.64
2380	2303.09
2385	2307.54
2390	2311.99
2395	2316.45
